model,task,split,idiom_id,base_pie,f1_mean,f1_std,precision_mean,recall_mean,num_samples_total,n_seeds
bert-base-multilingual-cased,cls,seen_test,18,חיבר נקודות,0.873015873015873,0.0,0.9,0.875,24,3
bert-base-multilingual-cased,cls,seen_test,21,יצא מהקופסה,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
bert-base-multilingual-cased,cls,seen_test,22,ירד לו האסימון,0.75,0.0,0.75,0.75,24,3
bert-base-multilingual-cased,cls,seen_test,23,ירד מהעץ,0.873015873015873,0.0,0.9,0.875,24,3
bert-base-multilingual-cased,cls,seen_test,24,ירד מהפסים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,cls,seen_test,25,ירה לכל הכיוונים,0.652910052910053,0.20528009571186692,0.6777777777777777,0.6666666666666666,24,3
bert-base-multilingual-cased,cls,seen_test,26,ירק דם,0.8264550264550264,0.08064575188680485,0.8777777777777778,0.8333333333333334,24,3
bert-base-multilingual-cased,cls,seen_test,27,לב זהב,0.7021164021164021,0.18845711176923102,0.7444444444444445,0.7083333333333334,24,3
bert-base-multilingual-cased,cls,seen_test,28,לקח צעד אחורה,0.8743386243386243,0.12500524890298156,0.8833333333333333,0.875,24,3
bert-base-multilingual-cased,cls,seen_test,29,משך בחוטים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,cls,seen_test,30,נכנס מתחת לאלונקה,0.6571428571428571,0.06598288790738584,0.6999999999999998,0.6666666666666666,24,3
bert-base-multilingual-cased,cls,seen_test,31,נפל בין הכיסאות,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
bert-base-multilingual-cased,cls,seen_test,32,נפל מהכיסא,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
bert-base-multilingual-cased,cls,seen_test,34,נשבר מבפנים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,cls,seen_test,35,נשך שפתיים,0.75,0.0,0.75,0.75,24,3
bert-base-multilingual-cased,cls,seen_test,36,נתן גז,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,cls,seen_test,37,נתן יד,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,cls,seen_test,38,סגר חשבון,0.8264550264550264,0.08064575188680485,0.8777777777777778,0.8333333333333334,24,3
bert-base-multilingual-cased,cls,seen_test,39,עשה סלט,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
bert-base-multilingual-cased,cls,seen_test,40,עשה סצנה,0.5313131313131314,0.05598548064869102,0.6904761904761904,0.5833333333333334,24,3
bert-base-multilingual-cased,cls,seen_test,41,פתח דלתות,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,cls,seen_test,42,פתח דף חדש,0.873015873015873,0.0,0.9,0.875,24,3
bert-base-multilingual-cased,cls,seen_test,43,פתח עיניים,0.77989417989418,0.08064575188680483,0.8555555555555555,0.7916666666666666,24,3
bert-base-multilingual-cased,cls,seen_test,44,קבר את עצמו,0.6571428571428571,0.06598288790738584,0.6999999999999998,0.6666666666666666,24,3
bert-base-multilingual-cased,cls,seen_test,45,קיבל סטירה,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,cls,seen_test,46,קיפל את הזנב,0.77989417989418,0.08064575188680483,0.8555555555555555,0.7916666666666666,24,3
bert-base-multilingual-cased,cls,seen_test,47,קפא במקום,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
bert-base-multilingual-cased,cls,seen_test,48,קפץ למים,0.9111111111111111,0.15396007178390017,0.9444444444444443,0.9166666666666666,24,3
bert-base-multilingual-cased,cls,seen_test,50,שבר את הכלים,0.8687830687830688,0.13338371434149188,0.9111111111111111,0.875,24,3
bert-base-multilingual-cased,cls,seen_test,51,שבר את הלב,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
bert-base-multilingual-cased,cls,seen_test,52,שבר את הקרח,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
bert-base-multilingual-cased,cls,seen_test,53,שבר את הראש,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
bert-base-multilingual-cased,cls,seen_test,54,שבר את תקרת הזכוכית,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,cls,seen_test,56,שחרר קיטור,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,cls,seen_test,57,שיחק באש,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
bert-base-multilingual-cased,cls,seen_test,58,שם עליו פס,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,cls,seen_test,59,שם רגליים,0.832010582010582,0.07102324740031112,0.85,0.8333333333333334,24,3
bert-base-multilingual-cased,cls,seen_test,60,שפכה אור,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,cls,unseen_test,2,איבד את הראש,0.916047125349451,0.014771991345473558,0.9287439613526569,0.9166666666666666,240,3
bert-base-multilingual-cased,cls,unseen_test,19,חצה קו אדום,0.9288888888888889,0.01449035969730828,0.9359788359788359,0.9291666666666667,240,3
bert-base-multilingual-cased,cls,unseen_test,20,חתך פינה,0.886706257874495,0.013006158724885539,0.8981358353033885,0.8874999999999998,240,3
bert-base-multilingual-cased,cls,unseen_test,33,נשאר מאחור,0.8574332022717491,0.020137828665713235,0.8665636184675719,0.8583333333333334,240,3
bert-base-multilingual-cased,cls,unseen_test,49,רץ אחרי הזנב של עצמו,0.9791595016458657,0.019098330087077956,0.9796599064891748,0.9791666666666666,240,3
bert-base-multilingual-cased,cls,unseen_test,55,שבר שתיקה,0.8470520810946343,0.04622028267206867,0.8743767806267807,0.85,240,3
bert-base-multilingual-cased,span,seen_test,1,איבד את הצפון,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,3,דרך במקום,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,4,הוריד את הכפפות,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,5,הוריד פרופיל,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,6,החזיק אצבעות,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,7,הייתה בעננים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,8,הלך בין טיפות,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,9,הלך על ביצים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,10,הניף דגל לבן,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,11,הרים את הראש,0.8845315904139435,0.05894444121337114,0.8222222222222223,0.9583333333333334,24,3
bert-base-multilingual-cased,span,seen_test,12,הרים גבה,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,13,הרים ידיים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,14,חותך כמו סכין,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,15,חזר למסלול,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,16,חטף חום,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,17,חטף מכה,0.9803921568627452,0.033961780540566235,0.9629629629629629,1.0,24,3
bert-base-multilingual-cased,span,seen_test,18,חיבר נקודות,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,21,יצא מהקופסה,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,22,ירד לו האסימון,0.8970588235294118,0.038207003108137,0.8796296296296297,0.9166666666666666,24,3
bert-base-multilingual-cased,span,seen_test,23,ירד מהעץ,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,24,ירד מהפסים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,25,ירה לכל הכיוונים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,26,ירק דם,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,27,לב זהב,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,28,לקח צעד אחורה,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,29,משך בחוטים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,30,נכנס מתחת לאלונקה,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,31,נפל בין הכיסאות,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,32,נפל מהכיסא,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,34,נשבר מבפנים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,35,נשך שפתיים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,36,נתן גז,0.9803921568627452,0.033961780540566235,0.9629629629629629,1.0,24,3
bert-base-multilingual-cased,span,seen_test,37,נתן יד,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,38,סגר חשבון,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,39,עשה סלט,0.9803921568627452,0.033961780540566235,0.9629629629629629,1.0,24,3
bert-base-multilingual-cased,span,seen_test,40,עשה סצנה,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,41,פתח דלתות,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,42,פתח דף חדש,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,43,פתח עיניים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,44,קבר את עצמו,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,45,קיבל סטירה,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,46,קיפל את הזנב,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,47,קפא במקום,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,48,קפץ למים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,50,שבר את הכלים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,51,שבר את הלב,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,52,שבר את הקרח,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,53,שבר את הראש,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,54,שבר את תקרת הזכוכית,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,56,שחרר קיטור,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,57,שיחק באש,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,58,שם עליו פס,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,59,שם רגליים,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,seen_test,60,שפכה אור,1.0,0.0,1.0,1.0,24,3
bert-base-multilingual-cased,span,unseen_test,2,איבד את הראש,0.9958592132505176,0.003586026516705749,0.9917695473251028,1.0,240,3
bert-base-multilingual-cased,span,unseen_test,19,חצה קו אדום,0.32245325843299416,0.3642780968913041,0.35190786672940333,0.3166666666666667,240,3
bert-base-multilingual-cased,span,unseen_test,20,חתך פינה,0.9089704101268312,0.08399445148674752,0.9107768677091089,0.9083333333333333,240,3
bert-base-multilingual-cased,span,unseen_test,33,נשאר מאחור,0.4763441761681198,0.2882972942735559,0.5970796676441837,0.44166666666666665,240,3
bert-base-multilingual-cased,span,unseen_test,49,רץ אחרי הזנב של עצמו,0.0,0.0,0.0,0.0,240,3
bert-base-multilingual-cased,span,unseen_test,55,שבר שתיקה,0.8038149198927859,0.10806892499092827,0.8234093234093235,0.7916666666666666,240,3
dictabert,cls,seen_test,1,איבד את הצפון,0.8743386243386243,0.1250052489029816,0.8833333333333333,0.875,24,3
dictabert,cls,seen_test,3,דרך במקום,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,4,הוריד את הכפפות,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,5,הוריד פרופיל,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
dictabert,cls,seen_test,6,החזיק אצבעות,0.8264550264550264,0.08064575188680483,0.8777777777777778,0.8333333333333334,24,3
dictabert,cls,seen_test,7,הייתה בעננים,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
dictabert,cls,seen_test,8,הלך בין טיפות,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,9,הלך על ביצים,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,10,הניף דגל לבן,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,11,הרים את הראש,0.873015873015873,0.0,0.9,0.875,24,3
dictabert,cls,seen_test,12,הרים גבה,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
dictabert,cls,seen_test,13,הרים ידיים,0.873015873015873,0.0,0.9,0.875,24,3
dictabert,cls,seen_test,14,חותך כמו סכין,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,15,חזר למסלול,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
dictabert,cls,seen_test,16,חטף חום,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,17,חטף מכה,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,18,חיבר נקודות,0.8743386243386243,0.1250052489029816,0.8833333333333333,0.875,24,3
dictabert,cls,seen_test,21,יצא מהקופסה,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
dictabert,cls,seen_test,22,ירד לו האסימון,0.873015873015873,0.0,0.9,0.875,24,3
dictabert,cls,seen_test,23,ירד מהעץ,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
dictabert,cls,seen_test,24,ירד מהפסים,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,25,ירה לכל הכיוונים,0.5636363636363637,0.0,0.7857142857142857,0.625,24,3
dictabert,cls,seen_test,26,ירק דם,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,27,לב זהב,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
dictabert,cls,seen_test,28,לקח צעד אחורה,0.873015873015873,0.0,0.9,0.875,24,3
dictabert,cls,seen_test,29,משך בחוטים,0.873015873015873,0.0,0.9,0.875,24,3
dictabert,cls,seen_test,30,נכנס מתחת לאלונקה,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,31,נפל בין הכיסאות,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,32,נפל מהכיסא,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,34,נשבר מבפנים,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,35,נשך שפתיים,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
dictabert,cls,seen_test,36,נתן גז,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,37,נתן יד,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,38,סגר חשבון,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,39,עשה סלט,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,40,עשה סצנה,0.5434343434343435,0.2007637696776541,0.623015873015873,0.625,24,3
dictabert,cls,seen_test,41,פתח דלתות,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,42,פתח דף חדש,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,43,פתח עיניים,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
dictabert,cls,seen_test,44,קבר את עצמו,0.832010582010582,0.07102324740031109,0.85,0.8333333333333334,24,3
dictabert,cls,seen_test,45,קיבל סטירה,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,46,קיפל את הזנב,0.8222222222222223,0.15396007178390014,0.8888888888888888,0.8333333333333334,24,3
dictabert,cls,seen_test,47,קפא במקום,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,48,קפץ למים,0.8264550264550264,0.08064575188680485,0.8777777777777778,0.8333333333333334,24,3
dictabert,cls,seen_test,50,שבר את הכלים,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,51,שבר את הלב,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,52,שבר את הקרח,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
dictabert,cls,seen_test,53,שבר את הראש,0.873015873015873,0.0,0.9,0.875,24,3
dictabert,cls,seen_test,54,שבר את תקרת הזכוכית,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,56,שחרר קיטור,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,57,שיחק באש,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,58,שם עליו פס,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,59,שם רגליים,1.0,0.0,1.0,1.0,24,3
dictabert,cls,seen_test,60,שפכה אור,0.9111111111111111,0.15396007178390014,0.9444444444444443,0.9166666666666666,24,3
dictabert,cls,unseen_test,2,איבד את הראש,0.9330285141502652,0.007320318420308936,0.9412238325281802,0.9333333333333332,240,3
dictabert,cls,unseen_test,19,חצה קו אדום,0.9874941372660148,0.012507817844059268,0.9879984514130856,0.9874999999999999,240,3
dictabert,cls,unseen_test,20,חתך פינה,0.9457831488392757,0.007249640020319814,0.947410165892418,0.9458333333333333,240,3
dictabert,cls,unseen_test,33,נשאר מאחור,0.9122077093202722,0.012689700771904781,0.9177778428358336,0.9125,240,3
dictabert,cls,unseen_test,49,רץ אחרי הזנב של עצמו,0.991665364379851,0.007218006178335723,0.991869918699187,0.9916666666666667,240,3
dictabert,cls,unseen_test,55,שבר שתיקה,0.7474903520401144,0.04458803855360699,0.8395688510505351,0.7625000000000001,240,3
dictabert,span,seen_test,1,איבד את הצפון,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,3,דרך במקום,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,4,הוריד את הכפפות,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,5,הוריד פרופיל,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,6,החזיק אצבעות,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,7,הייתה בעננים,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,8,הלך בין טיפות,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,9,הלך על ביצים,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,10,הניף דגל לבן,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,11,הרים את הראש,0.888888888888889,0.0,0.8000000000000002,1.0,24,3
dictabert,span,seen_test,12,הרים גבה,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,13,הרים ידיים,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,14,חותך כמו סכין,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,15,חזר למסלול,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,16,חטף חום,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,17,חטף מכה,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,18,חיבר נקודות,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,21,יצא מהקופסה,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,22,ירד לו האסימון,0.9411764705882352,0.0,0.8888888888888888,1.0,24,3
dictabert,span,seen_test,23,ירד מהעץ,0.9803921568627452,0.033961780540566235,0.9629629629629629,1.0,24,3
dictabert,span,seen_test,24,ירד מהפסים,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,25,ירה לכל הכיוונים,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,26,ירק דם,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,27,לב זהב,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,28,לקח צעד אחורה,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,29,משך בחוטים,0.9555555555555556,0.03849001794597505,1.0,0.9166666666666666,24,3
dictabert,span,seen_test,30,נכנס מתחת לאלונקה,0.9777777777777779,0.03849001794597503,1.0,0.9583333333333334,24,3
dictabert,span,seen_test,31,נפל בין הכיסאות,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,32,נפל מהכיסא,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,34,נשבר מבפנים,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,35,נשך שפתיים,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,36,נתן גז,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,37,נתן יד,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,38,סגר חשבון,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,39,עשה סלט,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,40,עשה סצנה,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,41,פתח דלתות,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,42,פתח דף חדש,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,43,פתח עיניים,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,44,קבר את עצמו,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,45,קיבל סטירה,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,46,קיפל את הזנב,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,47,קפא במקום,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,48,קפץ למים,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,50,שבר את הכלים,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,51,שבר את הלב,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,52,שבר את הקרח,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,53,שבר את הראש,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,54,שבר את תקרת הזכוכית,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,56,שחרר קיטור,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,57,שיחק באש,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,58,שם עליו פס,1.0,0.0,1.0,1.0,24,3
dictabert,span,seen_test,59,שם רגליים,0.9803921568627452,0.033961780540566235,0.9629629629629629,1.0,24,3
dictabert,span,seen_test,60,שפכה אור,1.0,0.0,1.0,1.0,24,3
dictabert,span,unseen_test,2,איבד את הראש,0.9979296066252589,0.003586026516705741,0.9958847736625515,1.0,240,3
dictabert,span,unseen_test,19,חצה קו אדום,0.9103105590062112,0.026974548170216123,0.9274544385655497,0.8958333333333334,240,3
dictabert,span,unseen_test,20,חתך פינה,0.9129172057075193,0.03999695835750557,0.9268413712858158,0.9,240,3
dictabert,span,unseen_test,33,נשאר מאחור,0.5867372284234111,0.2962107663198228,0.8655798655798655,0.4916666666666667,240,3
dictabert,span,unseen_test,49,רץ אחרי הזנב של עצמו,0.13899922762882047,0.17028927333271343,0.1452766057196437,0.13333333333333333,240,3
dictabert,span,unseen_test,55,שבר שתיקה,1.0,0.0,1.0,1.0,240,3
neodictabert,cls,seen_test,1,איבד את הצפון,0.873015873015873,0.0,0.9,0.875,24,3
neodictabert,cls,seen_test,3,דרך במקום,0.8264550264550264,0.08064575188680483,0.8777777777777778,0.8333333333333334,24,3
neodictabert,cls,seen_test,4,הוריד את הכפפות,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,5,הוריד פרופיל,0.832010582010582,0.07102324740031112,0.85,0.8333333333333334,24,3
neodictabert,cls,seen_test,6,החזיק אצבעות,0.8743386243386243,0.12500524890298156,0.8833333333333333,0.875,24,3
neodictabert,cls,seen_test,7,הייתה בעננים,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
neodictabert,cls,seen_test,8,הלך בין טיפות,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,9,הלך על ביצים,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
neodictabert,cls,seen_test,10,הניף דגל לבן,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,11,הרים את הראש,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,12,הרים גבה,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
neodictabert,cls,seen_test,13,הרים ידיים,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
neodictabert,cls,seen_test,14,חותך כמו סכין,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,15,חזר למסלול,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,16,חטף חום,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,17,חטף מכה,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,18,חיבר נקודות,0.8743386243386243,0.12500524890298156,0.8833333333333333,0.875,24,3
neodictabert,cls,seen_test,21,יצא מהקופסה,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,22,ירד לו האסימון,0.873015873015873,0.0,0.9,0.875,24,3
neodictabert,cls,seen_test,23,ירד מהעץ,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,24,ירד מהפסים,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,25,ירה לכל הכיוונים,0.6952380952380953,0.06598288790738581,0.7666666666666666,0.7083333333333334,24,3
neodictabert,cls,seen_test,26,ירק דם,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,27,לב זהב,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,28,לקח צעד אחורה,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
neodictabert,cls,seen_test,29,משך בחוטים,0.873015873015873,0.0,0.9,0.875,24,3
neodictabert,cls,seen_test,30,נכנס מתחת לאלונקה,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
neodictabert,cls,seen_test,31,נפל בין הכיסאות,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,32,נפל מהכיסא,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,34,נשבר מבפנים,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,35,נשך שפתיים,0.9576719576719577,0.07331431989709533,0.9666666666666667,0.9583333333333334,24,3
neodictabert,cls,seen_test,36,נתן גז,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,37,נתן יד,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,38,סגר חשבון,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,39,עשה סלט,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,40,עשה סצנה,0.9153439153439153,0.07331431989709533,0.9333333333333332,0.9166666666666666,24,3
neodictabert,cls,seen_test,41,פתח דלתות,1.0,0.0,1.0,1.0,24,3
neodictabert,cls,seen_test,42,פתח דף חדש,0.9166666666666666,0.14433756729740646,0.9166666666666666,0.9166666666666666,24,3
