model,split,id,error_category,base_pie,pie_span,sentence,analysis,category
bert-base-multilingual-cased,seen_test,58_lit_13,PERFECT,שם עליו פס,שם פס,"הטכנאי שם פס כסף מבריק על הכבל הפתוח, כדי להגן עליו מהתחשמלות – אבל האם זה באמת יעמוד בפני תנאי מזג האוויר הסוערים?",morphology,שם עליו פס
bert-base-multilingual-cased,seen_test,59_lit_1,PERFECT,שם רגליים,שמה את רגליה,"אחרי שהילדה קפצה בבוץ בגינה, אמא שלה אמרה לה והיא שמה את רגליה במקלחת אבל כשניסתה לנקות אותן לבד, הבינה שלפעמים גם לכלוך מביא איתו קצת אושר ילדותי.",morphology,שם רגליים
bert-base-multilingual-cased,seen_test,59_lit_3,PERFECT,שם רגליים,לשים רגליים,"אל תתני לעצמך לשים רגליים על הברכיים של חברה שלך באמצע השיחה – זו לא רק חוסר נימוס, אלא גם עלולה להתפרש לא נכון כשמדובר באירוע רשמי.",morphology,שם רגליים
bert-base-multilingual-cased,seen_test,60_lit_10,PERFECT,שפכה אור,שפך אור,"האור ממגדל הפיקוח בשדה התעופה שפך אור רחב על המסלול, ואם הבקר לא היה מבחין בטייס המאחר – ייתכן שהמטוס היה ממריא בלי אישור בכלל.",morphology,שפכה אור
bert-base-multilingual-cased,seen_test,60_lit_19,PERFECT,שפכה אור,שפכו אור,"הלהבות באירוע המחאה שפכו אור כתום על פני המפגינים, אך אף אחד לא ידע האם מדובר בסמל של תקווה – או באזהרה למה שעוד עלול לקרות.",morphology,שפכה אור
bert-base-multilingual-cased,unseen_test,19_lit_8,PARTIAL_END,חצה קו אדום,חצה קו אדום,"בזמן התרגיל הצבאי, חייל אחד בטעות חצה קו אדום שנועד להגביל תנועה.",boundary,PARTIAL_END
bert-base-multilingual-cased,unseen_test,19_lit_10,PARTIAL_END,חצה קו אדום,חצתה קו אדום,במהל נסיעה בכביש המהיר המשאית חצתה קו אדום שסומן עליו.,boundary,PARTIAL_END
bert-base-multilingual-cased,unseen_test,19_lit_11,PARTIAL_END,חצה קו אדום,חצה קו אדום,במהלך הטסט האדם חצה קו אדום במבחן ונכשל.,boundary,PARTIAL_END
bert-base-multilingual-cased,unseen_test,20_lit_4,SHIFT,חתך פינה,חותך פינות,"אם היית חותך פינות מהחומר רק איפה שצריך ומתרכז בביצוע מדויק, ייתכן שהמוצר שלך לא היה נופל בבדיקות האיכות של הלקוח המרכזי.",boundary,SHIFT
bert-base-multilingual-cased,unseen_test,20_lit_14,SHIFT,חתך פינה,חתך פינה,הבנאי חתך פינה מהחומה ועיגל אותה.,boundary,SHIFT
bert-base-multilingual-cased,unseen_test,20_lit_15,SHIFT,חתך פינה,לחתוך פינה,"הוא חשב לחתוך פינה מהמפה בתחרות הניווט ושזה יביא לו את הניצחון בתחרות משום שיחסוך במשקל אותו הוא סוחב, אבל פינה כלכך קטנה מנייר לא עושה הבדל משמעותי.",boundary,SHIFT
bert-base-multilingual-cased,unseen_test,19_lit_1,WRONG_SPAN,חצה קו אדום,חוצה את הקו האדום,"אם הולך הרגל לא היה חוצה את הקו האדום ברמזור, ייתכן שלא היה כמעט נפגע מהרכב שחלף במהירות – לפעמים שנייה אחת משנה הכול.",boundary,WRONG_SPAN
bert-base-multilingual-cased,unseen_test,19_lit_2,WRONG_SPAN,חצה קו אדום,לחצות קו אדום,"אם הולך רגל בוחר לחצות קו אדום באמצע הכביש הסואן, מי באמת אשם כשהתאונה קורית – הנהג שלא בלם בזמן, או הולך הרגל שהתעלם מהחוקים?",boundary,WRONG_SPAN
bert-base-multilingual-cased,unseen_test,19_lit_4,WRONG_SPAN,חצה קו אדום,חוצה את הקו האדום,"אם הרץ לא היה חוצה את הקו האדום שסימן את גבול המסלול, ייתכן שהיה מנצח בתחרות במקום להיפסל רגע לפני הסוף.",boundary,WRONG_SPAN
bert-base-multilingual-cased,unseen_test,2_lit_11,MULTI_SPAN,איבד את הראש,איבדה את הראש,"הבובה מהילדות איבדה את הראש אחרי שנים של אחסון, וכשפתחתי את הקופסה הרגשתי צביטה בלב – האם באמת אנחנו שומרים צעצועים או שהם שומרים אותנו?",boundary,MULTI_SPAN
bert-base-multilingual-cased,unseen_test,19_fig_25,MULTI_SPAN,חצה קו אדום,חצתה קו אדום,המורה לאזרחות של כיתה י' חצתה קו אדום כשנתנה עדיפות ברורה לתלמיד אחד בלבד.,boundary,MULTI_SPAN
bert-base-multilingual-cased,unseen_test,33_lit_9,MULTI_SPAN,נשאר מאחור,נשאר מאחור,"הוא נשאר מאחור באולם הקונצרטים אחרי שכל הקהל יצא, רק כדי לנגן לעצמו עוד מנגינה אחת בשקט של הלילה.",boundary,MULTI_SPAN
bert-base-multilingual-cased,unseen_test,19_lit_3,MISS,חצה קו אדום,לחצות קווים אדומים,"אם הרץ ימשיך לחצות קווים אדומים במסלול כדי לקצר את הדרך, הוא לעולם לא יבין את המשמעות של ניצחון אמיתי שנבנה ביושר ובהשקעה.",boundary,MISS
bert-base-multilingual-cased,unseen_test,19_lit_5,MISS,חצה קו אדום,חוצה קו אדום,"אם טייס חוצה קו אדום אווירי בין מדינות ללא תיאום, גם בשוגג, כל האזור עלול להיכנס למתיחות ביטחונית – אין מקום לטעויות בתחום כזה.",boundary,MISS
bert-base-multilingual-cased,unseen_test,19_lit_6,MISS,חצה קו אדום,חוצה קו אדום,"אם נהגת חוצה קו אדום באור מלא, גם בלי כוונה רעה, האם זה באמת רק ""טעות אנוש"" או מעשה שמסכן חיים וצריך להיחשב פלילי?",boundary,MISS
bert-base-multilingual-cased,unseen_test,2_lit_1,PERFECT,איבד את הראש,מאבד את הראש,"אם החייל הקטן היה עשוי מברזל ולא מפלסטיק זול, הוא לא היה מאבד את הראש בקרב המדומיין, אבל אולי אז היה מאבד משהו אחר – את הדמיון של הילד ששיחק בו.",morphology,איבד את הראש
bert-base-multilingual-cased,unseen_test,2_lit_2,PERFECT,איבד את הראש,מאבד את הראש,"אם החייל מפלסטיק לא היה מאבד את הראש בקרב הדמיוני מול מכוניות צעצוע, אולי בני לא היה שואל אותי אם גם חיילים אמיתיים נופלים ככה במלחמה.",morphology,איבד את הראש
bert-base-multilingual-cased,unseen_test,2_lit_11,MULTI_SPAN,איבד את הראש,איבדה את הראש,"הבובה מהילדות איבדה את הראש אחרי שנים של אחסון, וכשפתחתי את הקופסה הרגשתי צביטה בלב – האם באמת אנחנו שומרים צעצועים או שהם שומרים אותנו?",morphology,איבד את הראש
bert-base-multilingual-cased,unseen_test,19_lit_17,PERFECT,חצה קו אדום,חצו קו אדום,בציור עם גירים על הרצפה הילדים חצו קו אדום.,morphology,חצה קו אדום
bert-base-multilingual-cased,unseen_test,19_fig_7,PERFECT,חצה קו אדום,חוצה קו אדום,"אם עובד בארגון ציבורי חוצה קו אדום ומשתמש בכוחו כדי להטיב עם מקורבים, מה זה אומר על התרבות הארגונית שצומחת שם, והאם אפשר לתקן אותה בכלל?",morphology,חצה קו אדום
bert-base-multilingual-cased,unseen_test,19_lit_1,WRONG_SPAN,חצה קו אדום,חוצה את הקו האדום,"אם הולך הרגל לא היה חוצה את הקו האדום ברמזור, ייתכן שלא היה כמעט נפגע מהרכב שחלף במהירות – לפעמים שנייה אחת משנה הכול.",morphology,חצה קו אדום
bert-base-multilingual-cased,unseen_test,19_lit_2,WRONG_SPAN,חצה קו אדום,לחצות קו אדום,"אם הולך רגל בוחר לחצות קו אדום באמצע הכביש הסואן, מי באמת אשם כשהתאונה קורית – הנהג שלא בלם בזמן, או הולך הרגל שהתעלם מהחוקים?",morphology,חצה קו אדום
bert-base-multilingual-cased,unseen_test,20_lit_1,PERFECT,חתך פינה,חתכו פינה,"אחרי שהם חשבו רבות על מה לעשות כדי שהוא יתאים בדיוק לצורת הקיר, הם חתכו פינה בצד הארון ואז זה הסתדר בול.",morphology,חתך פינה
bert-base-multilingual-cased,unseen_test,20_lit_5,PERFECT,חתך פינה,חותך את הפינה,אם הכלב לא היה חותך את הפינה של הסטייק שנפל לי מהמנגל אולי עוד הייתי יכול להמשיך לבשל אותו ולנקות אותו לפני שהייתי נאלץ לזרוק אותו לפח.,morphology,חתך פינה
bert-base-multilingual-cased,unseen_test,20_lit_3,MISS,חתך פינה,לחתוך פינה,"אם אבא שלי היה משקיע עוד שעה בשיוף ועיגול המשטח במקום לחתוך פינה ממנו, אולי היה יוצא לו מוצר טוב יותר ולא כזה מכוער.",morphology,חתך פינה
bert-base-multilingual-cased,unseen_test,20_lit_4,SHIFT,חתך פינה,חותך פינות,"אם היית חותך פינות מהחומר רק איפה שצריך ומתרכז בביצוע מדויק, ייתכן שהמוצר שלך לא היה נופל בבדיקות האיכות של הלקוח המרכזי.",morphology,חתך פינה
bert-base-multilingual-cased,unseen_test,33_lit_17,PERFECT,נשאר מאחור,נשארה מאחור,"היא ניסתה לעזור לילדה קטנה ששפכה את השתייה שלה, נשארה מאחור בתור לקפטריה ולא התחרטה על זה לרגע.",morphology,נשאר מאחור
bert-base-multilingual-cased,unseen_test,33_lit_18,PERFECT,נשאר מאחור,נשארה מאחור,"היא נשארה מאחור במגרש הספורט כשנעלה נפתחה באמצע הריצה, אך במקום לוותר, קשרה אותה מחדש ורצה אחריהן עד הסוף.",morphology,נשאר מאחור
bert-base-multilingual-cased,unseen_test,33_lit_2,WRONG_SPAN,נשאר מאחור,יישאר מאחור,"אם העובד החדש ימשיך להסס בזמן שהצוות מתקדם בטיול, הוא יישאר מאחור ועלול ללכת לאיבוד בטיול המחלקתי.",morphology,נשאר מאחור
bert-base-multilingual-cased,unseen_test,33_lit_4,MISS,נשאר מאחור,שנשאר מאחור,"אם הרצים לא יעזרו אחד לשני בזמן התחרות, מי שנשאר מאחור במקטע האחרון של המסלול עלול לאבד את התקווה ולהפסיד את כל המרוץ.",morphology,נשאר מאחור
bert-base-multilingual-cased,unseen_test,49_lit_8,PARTIAL_END,רץ אחרי הזנב של עצמו,לרוץ אחרי הזנב של עצמה,"אם הכלבה תמשיך לרוץ אחרי הזנב של עצמה גם אחרי החיסון, אולי זה בכלל לא משחק אלא סימן שהיא חשה גירוי בעור שצריך לבדוק.",morphology,רץ אחרי הזנב של עצמו
bert-base-multilingual-cased,unseen_test,49_lit_9,PARTIAL_END,רץ אחרי הזנב של עצמו,לרוץ אחרי הזנב של עצמך,"אם תמשיך לרוץ אחרי הזנב של עצמך ככה, אמר המאמן לכלב בתחרות האילוף, אתה לעולם לא תצליח להביא את הכדור כמו שצריך.",morphology,רץ אחרי הזנב של עצמו
bert-base-multilingual-cased,unseen_test,55_lit_2,PERFECT,שבר שתיקה,שוברת שתיקה,"אם הנהגת לא הייתה שוברת שתיקה ומתקשרת לעזרה בזמן, היא כנראה הייתה נשארת תקועה לבדה בכביש הריק כל הלילה.",morphology,שבר שתיקה
bert-base-multilingual-cased,unseen_test,55_lit_9,PERFECT,שבר שתיקה,שברה שתיקה,דפיקת השולחן שברה שתיקה במועצת העיר,morphology,שבר שתיקה
bert-base-multilingual-cased,unseen_test,55_lit_1,MISS,שבר שתיקה,שובר שתיקה,"אם היית שובר שתיקה מוקדם יותר, אולי היינו מצליחים להבין מה בדיוק קרה באותו יום גורלי.",morphology,שבר שתיקה
bert-base-multilingual-cased,unseen_test,55_lit_3,MISS,שבר שתיקה,ישבור שתיקה,"אם התינוק ישבור שתיקה הלילה ויתחיל לבכות שוב, אני נשבעת שאני פשוט עוברת לישון בסלון.",morphology,שבר שתיקה
dictabert,seen_test,11_fig_12,MULTI_SPAN,הרים את הראש,הרם את הראש,"אל תרים ידיים כשקשה בעבודה – הרם את הראש, למד מהטעויות, ותוכיח שאפילו חברה במשבר יכולה לצמוח אם יש לה אנשים שמאמינים בעצמם.",boundary,MULTI_SPAN
dictabert,seen_test,11_fig_33,MULTI_SPAN,הרים את הראש,הרימה את הראש,"היא לא הורידה את הראש גם כשהביקורת הייתה קשה וחדה, אלא הרימה את הראש בגאווה והוכיחה שכלכלית ונפשית היא מסוגלת לנצח בשוק תחרותי שבו רבים נעלמים.",boundary,MULTI_SPAN
dictabert,seen_test,22_lit_12,MULTI_SPAN,ירד לו האסימון,שירד לו האסימון,הוא התכופף והרים את האסימון אחרי שירד לו האסימון לרצפה,boundary,MULTI_SPAN
dictabert,seen_test,29_fig_29,MISS,משך בחוטים,למשוך בחוט,יש לו קשרים בכל מקום הוא פשוט יודע בדיוק איפה למשוך בחוט.,boundary,MISS
dictabert,seen_test,1_lit_26,PERFECT,איבד את הצפון,איבדו את הצפון,הם איבדו את הצפון בסירה בלב הים,morphology,איבד את הצפון
dictabert,seen_test,1_lit_28,PERFECT,איבד את הצפון,איבדו את הצפון,הם איבדו את הצפון כשהמדריך נעלם,morphology,איבד את הצפון
dictabert,seen_test,3_lit_1,PERFECT,דרך במקום,תדרוך במקום,איך תגיע לקו הזינוק בזמן אם תדרוך במקום יותר מדי זמן במקום להתקדם? שאל המאמן את הנער שהתמהמה באימונים.,morphology,דרך במקום
dictabert,seen_test,3_lit_31,PERFECT,דרך במקום,דרכו במקום,הנערים דרכו במקום בזמן שהמורה ספר עד עשר.,morphology,דרך במקום
dictabert,seen_test,4_lit_7,PERFECT,הוריד את הכפפות,מורידה את הכפפות,"אם הילדה לא הייתה מורידה את הכפפות הצמריות לפני שנכנסה הביתה, אולי הייתה מונעת מהריח הרטוב של גשם להתפשט בכל הבית, לתסכולה של אמא.",morphology,הוריד את הכפפות
dictabert,seen_test,4_lit_9,PERFECT,הוריד את הכפפות,תוריד כפפות,"בדיוק כמוני אתה עלול לשכוח אותן שם ולגלות רק כעבור שעתיים שבמקום עבודה מסודר, שום דבר לא באמת נשאר שלך לכן אל תוריד כפפות במעלית כשאתה שקוע במחשבות.",morphology,הוריד את הכפפות
dictabert,seen_test,5_lit_1,PERFECT,הוריד פרופיל,הורידה פרופיל,"אחרי האבחון של בעיות גב כרוניות, היא הורידה פרופיל.",morphology,הוריד פרופיל
dictabert,seen_test,5_lit_4,PERFECT,הוריד פרופיל,הורידה פרופיל,"אחרי שעברה ניתוח מורכב, היא הורידה פרופיל צבאי והתאכזבה נורא מעצמה.",morphology,הוריד פרופיל
dictabert,seen_test,6_lit_27,PERFECT,החזיק אצבעות,החזיקה אצבעות,"הילדה, שבקושי הצליחה להסתיר את ההתרגשות, החזיקה אצבעות לילד שחיבבה בזמן שעלה לשיר על הבמה, ולחשה לחברתה “אם הוא יצליח, אני אומרת לו שאני אוהבת אותו”.",morphology,החזיק אצבעות
dictabert,seen_test,6_lit_38,PERFECT,החזיק אצבעות,החזיקה אצבעות,"לפני שבתי טעמה את העוגה לכבוד היום הולדת שלה, היא החזיקה אצבעות בהתרגשות רבה כי לא ידעה למה לצפות שתקבל במתנה",morphology,החזיק אצבעות
dictabert,seen_test,7_lit_10,PERFECT,הייתה בעננים,היה בעננים,"הבלון שvתנדנד ברוח כמו צעצוע קטן, היה בעננים.",morphology,הייתה בעננים
dictabert,seen_test,7_lit_14,PERFECT,הייתה בעננים,היה בעננים,החד-קרן הלבן היה בעננים וריחף מעל יערות קסומים ונהנה לו,morphology,הייתה בעננים
dictabert,seen_test,8_lit_1,PERFECT,הלך בין טיפות,הלך בין הטיפות,"אחרי הפציעה, הוא הלך בין הטיפות של הדם במסדרון.",morphology,הלך בין טיפות
dictabert,seen_test,8_lit_12,PERFECT,הלך בין טיפות,הלכה בין הטיפות,"בנעליים פתוחות, היא הלכה בין הטיפות.",morphology,הלך בין טיפות
dictabert,seen_test,9_lit_8,PERFECT,הלך על ביצים,הלכו על ביצים,"בתחרות הספורט הלא שגרתית במתנ״ס, המתמודדים הלכו על ביצים כחלק ממשחק שיווי משקל, ואם היית רואה כמה רציניים הם נראו – היית חושב שמדובר באולימפיאדה.",morphology,הלך על ביצים
dictabert,seen_test,9_lit_18,PERFECT,הלך על ביצים,הלכה על ביצים,היא הלכה על ביצים באתגר שראו בטלוויזיה,morphology,הלך על ביצים
dictabert,seen_test,10_lit_21,PERFECT,הניף דגל לבן,והניפה דגל לבן,הילדה הכינה והניפה דגל לבן ונופפה לחבר שלה לשלום כאשר הוא עזב אותה באמצע היום.,morphology,הניף דגל לבן
dictabert,seen_test,10_lit_25,PERFECT,הניף דגל לבן,הניפו דגל לבן,הם הניפו דגל לבן כדי להכריז על סיום המשחק.,morphology,הניף דגל לבן
dictabert,seen_test,11_lit_7,PERFECT,הרים את הראש,מרימה את הראש,"אם היא לא הייתה מרימה את הראש מהספר באותו רגע, לא הייתה שמה לב שחברתה הטובה בוכה בשקט מולה, מה שגרם לה לסגור את הספר ולתפוס לה את היד.",morphology,הרים את הראש
dictabert,seen_test,11_fig_35,PERFECT,הרים את הראש,תרים את הראש,"זה לא סוף העולם, כולם טועים לפעמים, אז תרים את הראש.",morphology,הרים את הראש
dictabert,seen_test,11_fig_12,MULTI_SPAN,הרים את הראש,הרם את הראש,"אל תרים ידיים כשקשה בעבודה – הרם את הראש, למד מהטעויות, ותוכיח שאפילו חברה במשבר יכולה לצמוח אם יש לה אנשים שמאמינים בעצמם.",morphology,הרים את הראש
dictabert,seen_test,11_fig_33,MULTI_SPAN,הרים את הראש,הרימה את הראש,"היא לא הורידה את הראש גם כשהביקורת הייתה קשה וחדה, אלא הרימה את הראש בגאווה והוכיחה שכלכלית ונפשית היא מסוגלת לנצח בשוק תחרותי שבו רבים נעלמים.",morphology,הרים את הראש
dictabert,seen_test,12_lit_29,PERFECT,הרים גבה,להרים גבה,"הרופא ביקש ממנו להרים גבה במהלך הבדיקה כדי לבדוק את עצב הפנים, והוא תהה אם זו בדיקה רפואית רצינית או סצנה ממחזמר רפואי סוריאליסטי.",morphology,הרים גבה
dictabert,seen_test,12_lit_37,PERFECT,הרים גבה,הרימה גבה,תוך כדי הרכבת משקפיים ריקי הרימה גבה כי ככה היא רגילה.,morphology,הרים גבה
dictabert,seen_test,13_fig_18,PERFECT,הרים ידיים,מרים ידיים,"האם אתה היית מרים ידיים אם היית מגלה שהחברה המתחרה עקפה אותך טכנולוגית, או שהיית מחפש דרך יצירתית להמציא את עצמך מחדש?",morphology,הרים ידיים
dictabert,seen_test,13_fig_31,PERFECT,הרים ידיים,הרימה ידיים,"המורה הרימה ידיים מהכיתה הרועשת, הפסיקה לנסות ללמד ויצאה מהכיתה.",morphology,הרים ידיים
dictabert,seen_test,14_lit_1,PERFECT,חותך כמו סכין,חותכת כמו סכין,"אל תתקרב למכונת הלייזר החדשה אם אינך מאומן לכך, היא חותכת כמו סכין, ובמקרה של טעות קטנה – גם כפפה עבה לא תציל אותך מפציעה רצינית.",morphology,חותך כמו סכין
dictabert,seen_test,14_lit_34,PERFECT,חותך כמו סכין,חותכת כמו סכין,הקרן האולטרה סגולה חותכת כמו סכין דרך המתכת הדקה.,morphology,חותך כמו סכין
dictabert,seen_test,15_lit_28,PERFECT,חזר למסלול,חזרה למסלול,היא חזרה למסלול הטיול היומי אחרי שסטתה לנחל סמוך.,morphology,חזר למסלול
dictabert,seen_test,15_fig_3,PERFECT,חזר למסלול,חזרה למסלול,"אחרי שהתפטרה מעבודה רעילה ואמרה שחופש אמיתי הוא לא רק לעזוב – אלא גם לדעת מתי לחזור עם ביטחון עצמי חדש, היא ישר חזרה למסלול מקצועי משל עצמה.",morphology,חזר למסלול
dictabert,seen_test,16_lit_4,PERFECT,חטף חום,חטפו חום,"אחרי שעמדו שעות בתור בשדה התעופה בלי מזגן והעובדים במקום טענו שאם משרד הבריאות לא יבדוק את התנאים, זה רק יחמיר בקיץ, אך למרות התלונה הם עדיין חטפו חום.",morphology,חטף חום
dictabert,seen_test,16_lit_6,PERFECT,חטף חום,יחטפו חום,"אם העובדים ימשיכו לעבוד ללא מיזוג, כמה זמן יעבור עד שכולם יחטפו חום? שאל העיתונאי בכתבה שחשפה את תנאי העבודה הקשים במפעל הישן בדרום.",morphology,חטף חום
dictabert,seen_test,17_lit_30,PERFECT,חטף מכה,לחטוף מכה,הכלב קפץ עליה מרוב התלהבות וגרם לה לחטוף מכה בצלעות.,morphology,חטף מכה
dictabert,seen_test,17_lit_35,PERFECT,חטף מכה,חטפו מכה,"כשנפלו מהאופניים, הם חטפו מכה קלה בברכיים ושפשוף בידיים.",morphology,חטף מכה
dictabert,seen_test,18_lit_11,PERFECT,חיבר נקודות,שחיבר נקודות,הוא יצר דמות של דרקון לאחר שחיבר נקודות בשקט בשקט.,morphology,חיבר נקודות
dictabert,seen_test,18_lit_20,PERFECT,חיבר נקודות,חיברה נקודות,"היא חיברה נקודות שהקבצוצה השיגה במספר תחרויות שונות בתחרות הארצית, ושאלו את עצמם האם יש להם סיכוי לנצח את זה הפעם?",morphology,חיבר נקודות
dictabert,seen_test,21_lit_29,PERFECT,יצא מהקופסה,שיצאה מהקופסה,המנורה האירה את החדר לאחר שיצאה מהקופסה ואוטומטית האירה את כל החדר.,morphology,יצא מהקופסה
dictabert,seen_test,21_fig_6,PERFECT,יצא מהקופסה,תצא מהקופסה,"אם אתה באמת רוצה להשפיע, אל תשאר צופה מהצד – תצא מהקופסה, תאתגר את עצמך, ותזכור שהעולם שייך לאלה שמפסיקים לפחד מטעות.",morphology,יצא מהקופסה
dictabert,seen_test,22_lit_15,PERFECT,ירד לו האסימון,שירד לה האסימון,"היא ניסתה שוב ושוב, עד שירד לה האסימון בטלפון הציבורי הישן, ואז חייכה חיוך נוסטלגי – “מדהים איך פעם כל שיחה התחילה בצליל מתכתי קטן כזה”.",morphology,ירד לו האסימון
dictabert,seen_test,22_fig_12,PERFECT,ירד לו האסימון,וירד לו האסימון,"הוא הביט במסך הניתוח שפרס הרופא לפניו, וירד לו האסימון כמה מזל היה לו שהגיע לבדיקה בזמן – לפעמים חיים שלמים תלויים ברגע אחד של הקשבה לעצמך.",morphology,ירד לו האסימון
dictabert,seen_test,22_lit_12,MULTI_SPAN,ירד לו האסימון,שירד לו האסימון,הוא התכופף והרים את האסימון אחרי שירד לו האסימון לרצפה,morphology,ירד לו האסימון
dictabert,seen_test,23_lit_5,PERFECT,ירד מהעץ,ירדה מהעץ,"אתמול היא ירדה מהעץ והחזיקה שלושה תפוחים בידה, ואמרה לאמא שלה שהטעם שלהם מזכיר לה ילדות – אולי הפירות הכי טעימים גדלים בצמרות.",morphology,ירד מהעץ
dictabert,seen_test,23_lit_28,PERFECT,ירד מהעץ,ירדו מהעץ,הם ירדו מהעץ ברגע שנשמעה אזעקה,morphology,ירד מהעץ
dictabert,seen_test,24_lit_17,PERFECT,ירד מהפסים,ירדה מהפסים,המסילה נשברה והרכבת ירדה מהפסים מייד.,morphology,ירד מהפסים
dictabert,seen_test,24_lit_23,PERFECT,ירד מהפסים,ירדה מהפסים,"העגלה במחסן ירדה מהפסים שלה באמצע ההובלה, וכל הסחורה היקרה נשפכה על הרצפה – זה מה שקורה כשמזלזלים בתחזוקה ומחכים לרגע האחרון לתקן.",morphology,ירד מהפסים
dictabert,seen_test,25_lit_20,PERFECT,ירה לכל הכיוונים,ירתה לכל הכיוונים,היא ירתה לכל הכיוונים במשחק פיינטבול.,morphology,ירה לכל הכיוונים
dictabert,seen_test,25_lit_27,PERFECT,ירה לכל הכיוונים,ירו לכל הכיוונים,הם ירו לכל הכיוונים בזיקוקים באירוע וזה יצא מכלל שליטה.,morphology,ירה לכל הכיוונים
dictabert,seen_test,26_lit_1,PERFECT,ירק דם,ירקה דם,"אחרי טיפול שיניים כואב במיוחד, היא ירקה דם ונבהלה מאוד מהכמויות שיוצאות.",morphology,ירק דם
dictabert,seen_test,26_lit_7,PERFECT,ירק דם,יורק דם,"אם הכלב ההוא לא היה יורק דם אחרי המריבה, הבעלים אפילו לא היו יודעים שהוא נפצע מבפנים; כמה פעמים אנחנו מתעלמים ממי שסובל עד שהוא קורס?",morphology,ירק דם
dictabert,seen_test,27_lit_3,PERFECT,לב זהב,מלב זהב,"אם הפסל לא היה עשוי ממתכת טהורה, אלא מלב זהב אמיתי, ייתכן שהמוזיאון היה צריך לשכור שמירה צמודה; כך או כך, הוא כבר הפך לסמל של עוצמה ואנושיות גם יחד.",morphology,לב זהב
dictabert,seen_test,27_fig_17,PERFECT,לב זהב,שלב זהב,הוא תמיד אומר שלב זהב מנצח כל קושי פוליטי,morphology,לב זהב
dictabert,seen_test,28_lit_39,PERFECT,לקח צעד אחורה,לקחתי צעד אחורה,עמדתי קרוב מדי לחלון ופחדתי להיפגע אז לקחתי צעד אחורה ממנו.,morphology,לקח צעד אחורה
dictabert,seen_test,28_fig_12,PERFECT,לקח צעד אחורה,לקחה צעד אחורה,החיילת לקחה צעד אחורה מהמשימה הקשה כדי לאסוף כוחות,morphology,לקח צעד אחורה
dictabert,seen_test,29_lit_4,PERFECT,משך בחוטים,מושך בחוטים,"אם הוא לא היה מושך בחוטים של המכונית הקטנה בצורה מדוייקת, היא לא הייתה נוסעת ישר אלא נתקעת, אבל מי בכלל צריך שלמות כשיש צחוק אמיתי באמצע המשחק?",morphology,משך בחוטים
dictabert,seen_test,29_lit_29,PERFECT,משך בחוטים,ומשך בחוטים,הכלב קפץ על הספה ומשך בחוטים שבלטו מהכרית עד שהתפרקה.,morphology,משך בחוטים
dictabert,seen_test,29_fig_29,MISS,משך בחוטים,למשוך בחוט,יש לו קשרים בכל מקום הוא פשוט יודע בדיוק איפה למשוך בחוט.,morphology,משך בחוטים
dictabert,seen_test,30_lit_17,PERFECT,נכנס מתחת לאלונקה,נכנסה מתחת לאלונקה,היא נכנסה מתחת לאלונקה בשקט מוחלט למרות המשקל העצום שהיה על כתפיה.,morphology,נכנס מתחת לאלונקה
dictabert,seen_test,30_lit_24,PERFECT,נכנס מתחת לאלונקה,נכנסה מתחת לאלונקה,"היא שמעה את הפקודה בקול רם וברור, וכשהפקודה נשמעה היא נכנסה מתחת לאלונקה בלי לחשוב פעמיים – הרי בחיים, כמו באימון, מי שמחכה לאות מושלם עלול לאחר את הרגע.",morphology,נכנס מתחת לאלונקה
dictabert,seen_test,31_fig_7,PERFECT,נפל בין הכיסאות,נפלו בין הכיסאות,"דו""ח פנימי חשף שמאות תלונות של אזרחים נפלו בין הכיסאות במחלקת הפניות הממשלתית, כי המערכת האוטומטית לא סיווגה אותן נכון – ואף אחד לא הבחין בזה חודשים שלמים.",morphology,נפל בין הכיסאות
dictabert,seen_test,31_fig_21,PERFECT,נפל בין הכיסאות,נפלה בין הכיסאות,"המאמן טען שהקבוצה שלו נפלה בין הכיסאות כשהאיגוד לא סיפק להם מגרש אימונים, למרות שהובטח תקציב ייעודי – ועכשיו השחקנים מתאמנים בחניון ישן מאחורי האצטדיון.",morphology,נפל בין הכיסאות
dictabert,seen_test,32_lit_19,PERFECT,נפל מהכיסא,ונפלה מהכיסא,החתול קפץ על הילדה היא נבהלה ונפלה מהכיסא,morphology,נפל מהכיסא
dictabert,seen_test,32_lit_22,PERFECT,נפל מהכיסא,ונפלה מהכיסא,היא נבהלה מצלצול הטלפון ונפלה מהכיסא בסלון,morphology,נפל מהכיסא
dictabert,seen_test,34_lit_18,PERFECT,נשבר מבפנים,נשברה מבפנים,"המכונה נשברה מבפנים באמצע משמרת במפעל, והייצור נעצר לחלוטין – אף אחד לא חשב לבדוק אותה בזמן כי “היא תמיד עובדת מצוין”.",morphology,נשבר מבפנים
dictabert,seen_test,34_lit_22,PERFECT,נשבר מבפנים,נשברה מבפנים,הנורה נשברה מבפנים למרות שלא נשמע קול פיצוץ.,morphology,נשבר מבפנים
dictabert,seen_test,35_lit_8,PERFECT,נשך שפתיים,נשכה שפתיים,"בזמן שחיקתה לרופא השיניים, היא נשכה שפתיים מרוב פחד.",morphology,נשך שפתיים
dictabert,seen_test,35_lit_22,PERFECT,נשך שפתיים,שנשכה שפתיים,היא גרמה לה שריטה בתוך הפה לאחר שנשכה שפתיים בחוזקה כחלק מהרגל ישן מטופש.,morphology,נשך שפתיים
